DATE/TIME,PIM,STATE,sleep,SW
24/07/2023 15:07,1405,0,0,Wake
24/07/2023 15:08,6765,0,0,Wake
24/07/2023 15:09,3680,0,0,Wake
24/07/2023 15:10,4625,0,0,Wake
24/07/2023 15:11,8287,0,0,Wake
24/07/2023 15:12,10342,0,0,Wake
24/07/2023 15:13,23545,0,0,Wake
24/07/2023 15:14,11529,0,0,Wake
24/07/2023 15:15,12779,0,0,Wake
24/07/2023 15:16,9177,0,0,Wake
24/07/2023 15:17,4151,0,0,Wake
24/07/2023 15:18,6042,0,0,Wake
24/07/2023 15:19,4668,0,0,Wake
24/07/2023 15:20,939,0,0,Wake
24/07/2023 15:21,1201,0,0,Wake
24/07/2023 15:22,133,0,0,Wake
24/07/2023 15:23,103,0,0,Wake
24/07/2023 15:24,440,0,0,Wake
24/07/2023 15:25,1711,0,0,Wake
24/07/2023 15:26,1640,0,0,Wake
24/07/2023 15:27,1154,0,0,Wake
24/07/2023 15:28,1215,0,0,Wake
24/07/2023 15:29,529,0,0,Wake
24/07/2023 15:30,2893,0,0,Wake
24/07/2023 15:31,721,0,0,Wake
24/07/2023 15:32,717,0,0,Wake
24/07/2023 15:33,3347,0,0,Wake
24/07/2023 15:34,772,0,0,Wake
24/07/2023 15:35,6,0,0,Wake
24/07/2023 15:36,3414,0,0,Wake
24/07/2023 15:37,3099,0,0,Wake
24/07/2023 15:38,3958,0,0,Wake
24/07/2023 15:39,1295,0,0,Wake
24/07/2023 15:40,1212,0,0,Wake
24/07/2023 15:41,1360,0,0,Wake
24/07/2023 15:42,1931,0,0,Wake
24/07/2023 15:43,2606,0,0,Wake
24/07/2023 15:44,1733,0,0,Wake
24/07/2023 15:45,1605,0,0,Wake
24/07/2023 15:46,3093,0,0,Wake
24/07/2023 15:47,7592,0,0,Wake
24/07/2023 15:48,9411,0,0,Wake
24/07/2023 15:49,5307,0,0,Wake
24/07/2023 15:50,8361,0,0,Wake
24/07/2023 15:51,9032,0,0,Wake
24/07/2023 15:52,9641,0,0,Wake
24/07/2023 15:53,9003,0,0,Wake
24/07/2023 15:54,10370,0,0,Wake
24/07/2023 15:55,3468,0,0,Wake
24/07/2023 15:56,3871,0,0,Wake
24/07/2023 15:57,856,0,0,Wake
24/07/2023 15:58,2540,0,0,Wake
24/07/2023 15:59,1970,0,0,Wake
24/07/2023 16:00,2051,0,0,Wake
24/07/2023 16:01,1292,0,0,Wake
24/07/2023 16:02,1908,0,0,Wake
24/07/2023 16:03,3209,0,0,Wake
24/07/2023 16:04,1218,0,0,Wake
24/07/2023 16:05,1767,0,0,Wake
24/07/2023 16:06,1616,0,0,Wake
24/07/2023 16:07,1031,0,0,Wake
24/07/2023 16:08,560,0,0,Wake
24/07/2023 16:09,437,0,0,Wake
24/07/2023 16:10,2738,0,0,Wake
24/07/2023 16:11,6645,0,0,Wake
24/07/2023 16:12,5043,0,0,Wake
24/07/2023 16:13,3794,0,0,Wake
24/07/2023 16:14,1388,0,0,Wake
24/07/2023 16:15,1674,0,0,Wake
24/07/2023 16:16,3568,0,0,Wake
24/07/2023 16:17,2459,0,0,Wake
24/07/2023 16:18,2222,0,0,Wake
24/07/2023 16:19,1592,0,0,Wake
24/07/2023 16:20,1353,0,0,Wake
24/07/2023 16:21,1808,0,0,Wake
24/07/2023 16:22,761,0,0,Wake
24/07/2023 16:23,1469,0,0,Wake
24/07/2023 16:24,5003,0,0,Wake
24/07/2023 16:25,4677,0,0,Wake
24/07/2023 16:26,9295,0,0,Wake
24/07/2023 16:27,1333,0,0,Wake
24/07/2023 16:28,136,0,0,Wake
24/07/2023 16:29,3719,0,0,Wake
24/07/2023 16:30,6163,0,0,Wake
24/07/2023 16:31,3633,0,0,Wake
24/07/2023 16:32,1151,0,0,Wake
24/07/2023 16:33,1466,0,0,Wake
24/07/2023 16:34,523,0,0,Wake
24/07/2023 16:35,231,0,0,Wake
24/07/2023 16:36,1681,0,0,Wake
24/07/2023 16:37,1599,0,0,Wake
24/07/2023 16:38,1230,0,0,Wake
24/07/2023 16:39,1863,0,0,Wake
24/07/2023 16:40,2116,0,0,Wake
24/07/2023 16:41,2634,0,0,Wake
24/07/2023 16:42,4766,0,0,Wake
24/07/2023 16:43,3576,0,0,Wake
24/07/2023 16:44,1911,0,0,Wake
24/07/2023 16:45,2382,0,0,Wake
24/07/2023 16:46,1521,0,0,Wake
24/07/2023 16:47,766,0,0,Wake
24/07/2023 16:48,1866,0,0,Wake
24/07/2023 16:49,4602,0,0,Wake
24/07/2023 16:50,2501,0,0,Wake
24/07/2023 16:51,6411,0,0,Wake
24/07/2023 16:52,11114,0,0,Wake
24/07/2023 16:53,11526,0,0,Wake
24/07/2023 16:54,10309,0,0,Wake
24/07/2023 16:55,17008,0,0,Wake
24/07/2023 16:56,13288,0,0,Wake
24/07/2023 16:57,10036,0,0,Wake
24/07/2023 16:58,4750,0,0,Wake
24/07/2023 16:59,4886,0,0,Wake
24/07/2023 17:00,1379,0,0,Wake
24/07/2023 17:01,11807,0,0,Wake
24/07/2023 17:02,13462,0,0,Wake
24/07/2023 17:03,11367,0,0,Wake
24/07/2023 17:04,5574,0,0,Wake
24/07/2023 17:05,8519,0,0,Wake
24/07/2023 17:06,3773,0,0,Wake
24/07/2023 17:07,8287,0,0,Wake
24/07/2023 17:08,1195,0,0,Wake
24/07/2023 17:09,4449,0,0,Wake
24/07/2023 17:10,1311,0,0,Wake
24/07/2023 17:11,4679,0,0,Wake
24/07/2023 17:12,4703,0,0,Wake
24/07/2023 17:13,5568,0,0,Wake
24/07/2023 17:14,7464,0,0,Wake
24/07/2023 17:15,4500,0,0,Wake
24/07/2023 17:16,4362,0,0,Wake
24/07/2023 17:17,2485,0,0,Wake
24/07/2023 17:18,3208,0,0,Wake
24/07/2023 17:19,5189,0,0,Wake
24/07/2023 17:20,1943,0,0,Wake
24/07/2023 17:21,3102,0,0,Wake
24/07/2023 17:22,3323,0,0,Wake
24/07/2023 17:23,4547,0,0,Wake
24/07/2023 17:24,2941,0,0,Wake
24/07/2023 17:25,2294,0,0,Wake
24/07/2023 17:26,5360,0,0,Wake
24/07/2023 17:27,8551,0,0,Wake
24/07/2023 17:28,8446,0,0,Wake
24/07/2023 17:29,10624,0,0,Wake
24/07/2023 17:30,1801,0,0,Wake
24/07/2023 17:31,2269,0,0,Wake
24/07/2023 17:32,9542,0,0,Wake
24/07/2023 17:33,9993,0,0,Wake
24/07/2023 17:34,8797,0,0,Wake
24/07/2023 17:35,448,0,0,Wake
24/07/2023 17:36,238,0,0,Wake
24/07/2023 17:37,4243,0,0,Wake
24/07/2023 17:38,1275,0,0,Wake
24/07/2023 17:39,548,0,0,Wake
24/07/2023 17:40,241,0,0,Wake
24/07/2023 17:41,2458,0,0,Wake
24/07/2023 17:42,1048,0,0,Wake
24/07/2023 17:43,15,0,0,Wake
24/07/2023 17:44,612,0,0,Wake
24/07/2023 17:45,119,0,0,Wake
24/07/2023 17:46,24,0,0,Wake
24/07/2023 17:47,617,0,0,Wake
24/07/2023 17:48,1028,0,0,Wake
24/07/2023 17:49,2534,0,0,Wake
24/07/2023 17:50,101,0,0,Wake
24/07/2023 17:51,2435,0,0,Wake
24/07/2023 17:52,3795,0,0,Wake
24/07/2023 17:53,3939,0,0,Wake
24/07/2023 17:54,7943,0,0,Wake
24/07/2023 17:55,7712,0,0,Wake
24/07/2023 17:56,1858,0,0,Wake
24/07/2023 17:57,119,0,0,Wake
24/07/2023 17:58,5018,0,0,Wake
24/07/2023 17:59,5174,0,0,Wake
24/07/2023 18:00,8323,0,0,Wake
24/07/2023 18:01,8970,0,0,Wake
24/07/2023 18:02,11114,0,0,Wake
24/07/2023 18:03,10215,0,0,Wake
24/07/2023 18:04,8458,0,0,Wake
24/07/2023 18:05,9439,0,0,Wake
24/07/2023 18:06,9654,0,0,Wake
24/07/2023 18:07,10532,0,0,Wake
24/07/2023 18:08,7014,0,0,Wake
24/07/2023 18:09,9524,0,0,Wake
24/07/2023 18:10,1592,0,0,Wake
24/07/2023 18:11,4634,0,0,Wake
24/07/2023 18:12,4360,0,0,Wake
24/07/2023 18:13,2767,0,0,Wake
24/07/2023 18:14,8039,0,0,Wake
24/07/2023 18:15,2431,0,0,Wake
24/07/2023 18:16,2109,0,0,Wake
24/07/2023 18:17,3998,0,0,Wake
24/07/2023 18:18,1805,0,0,Wake
24/07/2023 18:19,6023,0,0,Wake
24/07/2023 18:20,4411,0,0,Wake
24/07/2023 18:21,8823,0,0,Wake
24/07/2023 18:22,6661,0,0,Wake
24/07/2023 18:23,8426,0,0,Wake
24/07/2023 18:24,9130,0,0,Wake
24/07/2023 18:25,8070,0,0,Wake
24/07/2023 18:26,10713,0,0,Wake
24/07/2023 18:27,7867,0,0,Wake
24/07/2023 18:28,5070,0,0,Wake
24/07/2023 18:29,7403,0,0,Wake
24/07/2023 18:30,5242,0,0,Wake
24/07/2023 18:31,6619,0,0,Wake
24/07/2023 18:32,2943,0,0,Wake
24/07/2023 18:33,6814,0,0,Wake
24/07/2023 18:34,3780,0,0,Wake
24/07/2023 18:35,6269,0,0,Wake
24/07/2023 18:36,4964,0,0,Wake
24/07/2023 18:37,5389,0,0,Wake
24/07/2023 18:38,8031,0,0,Wake
24/07/2023 18:39,4583,0,0,Wake
24/07/2023 18:40,1922,0,0,Wake
24/07/2023 18:41,6475,0,0,Wake
24/07/2023 18:42,5029,0,0,Wake
24/07/2023 18:43,6211,0,0,Wake
24/07/2023 18:44,5468,0,0,Wake
24/07/2023 18:45,7371,0,0,Wake
24/07/2023 18:46,3677,0,0,Wake
24/07/2023 18:47,3196,0,0,Wake
24/07/2023 18:48,3216,0,0,Wake
24/07/2023 18:49,636,0,0,Wake
24/07/2023 18:50,3680,0,0,Wake
24/07/2023 18:51,3516,0,0,Wake
24/07/2023 18:52,4956,0,0,Wake
24/07/2023 18:53,5786,0,0,Wake
24/07/2023 18:54,3956,0,0,Wake
24/07/2023 18:55,4348,0,0,Wake
24/07/2023 18:56,3160,0,0,Wake
24/07/2023 18:57,2519,0,0,Wake
24/07/2023 18:58,3894,0,0,Wake
24/07/2023 18:59,5833,0,0,Wake
24/07/2023 19:00,6872,0,0,Wake
24/07/2023 19:01,10893,0,0,Wake
24/07/2023 19:02,13504,0,0,Wake
24/07/2023 19:03,5674,0,0,Wake
24/07/2023 19:04,8872,0,0,Wake
24/07/2023 19:05,4454,0,0,Wake
24/07/2023 19:06,9957,0,0,Wake
24/07/2023 19:07,3307,0,0,Wake
24/07/2023 19:08,5434,0,0,Wake
24/07/2023 19:09,4900,0,0,Wake
24/07/2023 19:10,5112,0,0,Wake
24/07/2023 19:11,6675,0,0,Wake
24/07/2023 19:12,5462,0,0,Wake
24/07/2023 19:13,6126,0,0,Wake
24/07/2023 19:14,5171,0,0,Wake
24/07/2023 19:15,4735,0,0,Wake
24/07/2023 19:16,3515,0,0,Wake
24/07/2023 19:17,5012,0,0,Wake
24/07/2023 19:18,4723,0,0,Wake
24/07/2023 19:19,7287,0,0,Wake
24/07/2023 19:20,3851,0,0,Wake
24/07/2023 19:21,5361,0,0,Wake
24/07/2023 19:22,4231,0,0,Wake
24/07/2023 19:23,12402,0,0,Wake
24/07/2023 19:24,12824,0,0,Wake
24/07/2023 19:25,6478,0,0,Wake
24/07/2023 19:26,7564,0,0,Wake
24/07/2023 19:27,10229,0,0,Wake
24/07/2023 19:28,5866,0,0,Wake
24/07/2023 19:29,8094,0,0,Wake
24/07/2023 19:30,7945,0,0,Wake
24/07/2023 19:31,8360,0,0,Wake
24/07/2023 19:32,8309,0,0,Wake
24/07/2023 19:33,7785,0,0,Wake
24/07/2023 19:34,8090,0,0,Wake
24/07/2023 19:35,8411,0,0,Wake
24/07/2023 19:36,8331,0,0,Wake
24/07/2023 19:37,7602,0,0,Wake
24/07/2023 19:38,7307,0,0,Wake
24/07/2023 19:39,6881,0,0,Wake
24/07/2023 19:40,8943,0,0,Wake
24/07/2023 19:41,5097,0,0,Wake
24/07/2023 19:42,6402,0,0,Wake
24/07/2023 19:43,6550,0,0,Wake
24/07/2023 19:44,1162,0,0,Wake
24/07/2023 19:45,176,0,0,Wake
24/07/2023 19:46,151,0,0,Wake
24/07/2023 19:47,83,0,0,Wake
24/07/2023 19:48,1273,0,0,Wake
24/07/2023 19:49,4780,0,0,Wake
24/07/2023 19:50,5068,0,0,Wake
24/07/2023 19:51,3717,0,0,Wake
24/07/2023 19:52,5351,0,0,Wake
24/07/2023 19:53,2299,0,0,Wake
24/07/2023 19:54,5670,0,0,Wake
24/07/2023 19:55,6895,0,0,Wake
24/07/2023 19:56,8802,0,0,Wake
24/07/2023 19:57,8135,0,0,Wake
24/07/2023 19:58,10701,0,0,Wake
24/07/2023 19:59,7530,0,0,Wake
24/07/2023 20:00,4912,0,0,Wake
24/07/2023 20:01,4559,0,0,Wake
24/07/2023 20:02,12290,0,0,Wake
24/07/2023 20:03,7909,0,0,Wake
24/07/2023 20:04,8660,0,0,Wake
24/07/2023 20:05,3785,0,0,Wake
24/07/2023 20:06,9870,0,0,Wake
24/07/2023 20:07,9671,0,0,Wake
24/07/2023 20:08,11079,0,0,Wake
24/07/2023 20:09,8346,0,0,Wake
24/07/2023 20:10,6812,0,0,Wake
24/07/2023 20:11,213,0,0,Wake
24/07/2023 20:12,109,0,0,Wake
24/07/2023 20:13,4447,0,0,Wake
24/07/2023 20:14,14711,0,0,Wake
24/07/2023 20:15,17147,0,0,Wake
24/07/2023 20:16,12189,0,0,Wake
24/07/2023 20:17,7466,0,0,Wake
24/07/2023 20:18,14847,0,0,Wake
24/07/2023 20:19,18137,0,0,Wake
24/07/2023 20:20,13180,0,0,Wake
24/07/2023 20:21,8611,0,0,Wake
24/07/2023 20:22,7294,0,0,Wake
24/07/2023 20:23,5382,0,0,Wake
24/07/2023 20:24,8997,0,0,Wake
24/07/2023 20:25,9347,0,0,Wake
24/07/2023 20:26,7077,0,0,Wake
24/07/2023 20:27,7945,0,0,Wake
24/07/2023 20:28,7142,0,0,Wake
24/07/2023 20:29,6176,0,0,Wake
24/07/2023 20:30,5270,0,0,Wake
24/07/2023 20:31,6910,0,0,Wake
24/07/2023 20:32,10793,0,0,Wake
24/07/2023 20:33,6856,0,0,Wake
24/07/2023 20:34,4159,0,0,Wake
24/07/2023 20:35,5652,0,0,Wake
24/07/2023 20:36,10418,0,0,Wake
24/07/2023 20:37,8115,0,0,Wake
24/07/2023 20:38,7881,0,0,Wake
24/07/2023 20:39,12317,0,0,Wake
24/07/2023 20:40,10559,0,0,Wake
24/07/2023 20:41,8691,0,0,Wake
24/07/2023 20:42,12705,0,0,Wake
24/07/2023 20:43,5330,0,0,Wake
24/07/2023 20:44,10290,0,0,Wake
24/07/2023 20:45,6155,0,0,Wake
24/07/2023 20:46,1763,4,0,Wake
24/07/2023 20:47,0,4,0,Wake
24/07/2023 20:48,102,4,0,Wake
24/07/2023 20:49,395,4,0,Wake
24/07/2023 20:50,39,4,0,Wake
24/07/2023 20:51,107,4,0,Wake
24/07/2023 20:52,0,4,0,Wake
24/07/2023 20:53,0,4,0,Wake
24/07/2023 20:54,0,4,0,Wake
24/07/2023 20:55,0,4,0,Wake
24/07/2023 20:56,15,4,0,Wake
24/07/2023 20:57,9,4,0,Wake
24/07/2023 20:58,0,4,0,Wake
24/07/2023 20:59,0,2,0,Wake
24/07/2023 21:00,0,0,0,Wake
24/07/2023 21:01,24,0,0,Wake
24/07/2023 21:02,1513,0,0,Wake
24/07/2023 21:03,9283,0,0,Wake
24/07/2023 21:04,2281,0,0,Wake
24/07/2023 21:05,13236,0,0,Wake
24/07/2023 21:06,0,0,0,Wake
24/07/2023 21:07,0,0,0,Wake
24/07/2023 21:08,0,0,0,Wake
24/07/2023 21:09,2784,0,0,Wake
24/07/2023 21:10,16621,0,0,Wake
24/07/2023 21:11,8336,0,0,Wake
24/07/2023 21:12,6764,0,0,Wake
24/07/2023 21:13,5475,0,0,Wake
24/07/2023 21:14,2258,0,0,Wake
24/07/2023 21:15,321,0,0,Wake
24/07/2023 21:16,221,0,0,Wake
24/07/2023 21:17,1256,0,0,Wake
24/07/2023 21:18,5911,0,0,Wake
24/07/2023 21:19,5784,0,0,Wake
24/07/2023 21:20,4942,0,0,Wake
24/07/2023 21:21,7794,0,0,Wake
24/07/2023 21:22,3874,0,0,Wake
24/07/2023 21:23,5616,0,0,Wake
24/07/2023 21:24,6870,0,0,Wake
24/07/2023 21:25,2981,0,0,Wake
24/07/2023 21:26,2727,0,0,Wake
24/07/2023 21:27,1085,0,0,Wake
24/07/2023 21:28,1560,0,0,Wake
24/07/2023 21:29,656,0,0,Wake
24/07/2023 21:30,954,0,0,Wake
24/07/2023 21:31,2582,0,0,Wake
24/07/2023 21:32,2244,0,0,Wake
24/07/2023 21:33,486,0,0,Wake
24/07/2023 21:34,263,0,0,Wake
24/07/2023 21:35,4609,0,0,Wake
24/07/2023 21:36,3252,0,0,Wake
24/07/2023 21:37,2730,0,0,Wake
24/07/2023 21:38,2183,0,0,Wake
24/07/2023 21:39,2098,0,0,Wake
24/07/2023 21:40,5700,0,0,Wake
24/07/2023 21:41,4575,0,0,Wake
24/07/2023 21:42,5695,0,0,Wake
24/07/2023 21:43,3235,0,0,Wake
24/07/2023 21:44,2421,0,0,Wake
24/07/2023 21:45,4702,0,0,Wake
24/07/2023 21:46,1248,0,0,Wake
24/07/2023 21:47,1752,0,0,Wake
24/07/2023 21:48,2121,0,0,Wake
24/07/2023 21:49,823,0,0,Wake
24/07/2023 21:50,1130,0,0,Wake
24/07/2023 21:51,1406,0,0,Wake
24/07/2023 21:52,2455,0,0,Wake
24/07/2023 21:53,9445,0,0,Wake
24/07/2023 21:54,2313,0,0,Wake
24/07/2023 21:55,1493,0,0,Wake
24/07/2023 21:56,1846,0,0,Wake
24/07/2023 21:57,3233,0,0,Wake
24/07/2023 21:58,4337,0,0,Wake
24/07/2023 21:59,5663,0,0,Wake
24/07/2023 22:00,4392,0,0,Wake
24/07/2023 22:01,3544,0,0,Wake
24/07/2023 22:02,2803,0,0,Wake
24/07/2023 22:03,642,0,0,Wake
24/07/2023 22:04,5,0,0,Wake
24/07/2023 22:05,1409,0,0,Wake
24/07/2023 22:06,1643,0,0,Wake
24/07/2023 22:07,4886,0,0,Wake
24/07/2023 22:08,2175,0,0,Wake
24/07/2023 22:09,6309,0,0,Wake
24/07/2023 22:10,1061,0,0,Wake
24/07/2023 22:11,984,0,0,Wake
24/07/2023 22:12,745,0,0,Wake
24/07/2023 22:13,2665,0,0,Wake
24/07/2023 22:14,11217,0,0,Wake
24/07/2023 22:15,56,0,0,Wake
24/07/2023 22:16,242,0,0,Wake
24/07/2023 22:17,155,0,0,Wake
24/07/2023 22:18,3437,0,0,Wake
24/07/2023 22:19,635,0,0,Wake
24/07/2023 22:20,5506,0,0,Wake
24/07/2023 22:21,366,0,0,Wake
24/07/2023 22:22,95,0,0,Wake
24/07/2023 22:23,426,0,0,Wake
24/07/2023 22:24,3348,0,0,Wake
24/07/2023 22:25,5298,0,0,Wake
24/07/2023 22:26,3948,0,0,Wake
24/07/2023 22:27,6853,0,0,Wake
24/07/2023 22:28,6354,0,0,Wake
24/07/2023 22:29,5496,0,0,Wake
24/07/2023 22:30,1062,0,0,Wake
24/07/2023 22:31,4973,0,0,Wake
24/07/2023 22:32,2621,0,0,Wake
24/07/2023 22:33,5433,0,0,Wake
24/07/2023 22:34,4075,0,0,Wake
24/07/2023 22:35,925,0,0,Wake
24/07/2023 22:36,24,0,0,Wake
24/07/2023 22:37,441,0,0,Wake
24/07/2023 22:38,366,0,0,Wake
24/07/2023 22:39,766,0,0,Wake
24/07/2023 22:40,2325,0,0,Wake
24/07/2023 22:41,8915,0,0,Wake
24/07/2023 22:42,5506,0,0,Wake
24/07/2023 22:43,3105,0,0,Wake
24/07/2023 22:44,3759,0,0,Wake
24/07/2023 22:45,6851,0,0,Wake
24/07/2023 22:46,7514,0,0,Wake
24/07/2023 22:47,8371,0,0,Wake
24/07/2023 22:48,12899,0,0,Wake
24/07/2023 22:49,15683,0,0,Wake
24/07/2023 22:50,2398,0,0,Wake
24/07/2023 22:51,119,0,0,Wake
24/07/2023 22:52,826,0,0,Wake
24/07/2023 22:53,646,0,0,Wake
24/07/2023 22:54,0,0,0,Wake
24/07/2023 22:55,789,0,0,Wake
24/07/2023 22:56,578,0,0,Wake
24/07/2023 22:57,12,0,0,Wake
24/07/2023 22:58,0,0,0,Wake
24/07/2023 22:59,15,0,0,Wake
24/07/2023 23:00,18,0,0,Wake
24/07/2023 23:01,1046,0,0,Wake
24/07/2023 23:02,0,1,1,Sleep
24/07/2023 23:03,0,1,1,Sleep
24/07/2023 23:04,0,1,1,Sleep
24/07/2023 23:05,0,1,1,Sleep
24/07/2023 23:06,0,1,1,Sleep
24/07/2023 23:07,619,1,1,Sleep
24/07/2023 23:08,12,1,1,Sleep
24/07/2023 23:09,354,1,1,Sleep
24/07/2023 23:10,0,1,1,Sleep
24/07/2023 23:11,0,1,1,Sleep
24/07/2023 23:12,0,1,1,Sleep
24/07/2023 23:13,0,1,1,Sleep
24/07/2023 23:14,0,1,1,Sleep
24/07/2023 23:15,6,1,1,Sleep
24/07/2023 23:16,0,1,1,Sleep
24/07/2023 23:17,0,1,1,Sleep
24/07/2023 23:18,0,1,1,Sleep
24/07/2023 23:19,787,2,1,Sleep
24/07/2023 23:20,6708,2,1,Sleep
24/07/2023 23:21,0,2,1,Sleep
24/07/2023 23:22,81,2,1,Sleep
24/07/2023 23:23,0,2,1,Sleep
24/07/2023 23:24,4,1,1,Sleep
24/07/2023 23:25,22,1,1,Sleep
24/07/2023 23:26,0,1,1,Sleep
24/07/2023 23:27,210,1,1,Sleep
24/07/2023 23:28,0,1,1,Sleep
24/07/2023 23:29,0,1,1,Sleep
24/07/2023 23:30,0,1,1,Sleep
24/07/2023 23:31,0,1,1,Sleep
24/07/2023 23:32,0,1,1,Sleep
24/07/2023 23:33,0,1,1,Sleep
24/07/2023 23:34,0,1,1,Sleep
24/07/2023 23:35,0,1,1,Sleep
24/07/2023 23:36,0,1,1,Sleep
24/07/2023 23:37,0,1,1,Sleep
24/07/2023 23:38,0,1,1,Sleep
24/07/2023 23:39,0,1,1,Sleep
24/07/2023 23:40,0,1,1,Sleep
24/07/2023 23:41,0,1,1,Sleep
24/07/2023 23:42,0,1,1,Sleep
24/07/2023 23:43,0,1,1,Sleep
24/07/2023 23:44,0,1,1,Sleep
24/07/2023 23:45,0,1,1,Sleep
24/07/2023 23:46,0,1,1,Sleep
24/07/2023 23:47,0,1,1,Sleep
24/07/2023 23:48,0,1,1,Sleep
24/07/2023 23:49,0,1,1,Sleep
24/07/2023 23:50,0,1,1,Sleep
24/07/2023 23:51,0,1,1,Sleep
24/07/2023 23:52,3,1,1,Sleep
24/07/2023 23:53,0,1,1,Sleep
24/07/2023 23:54,761,1,1,Sleep
24/07/2023 23:55,26,1,1,Sleep
24/07/2023 23:56,0,1,1,Sleep
24/07/2023 23:57,0,1,1,Sleep
24/07/2023 23:58,15,1,1,Sleep
24/07/2023 23:59,0,1,1,Sleep
25/07/2023 00:00,0,1,1,Sleep
25/07/2023 00:01,10,1,1,Sleep
25/07/2023 00:02,0,1,1,Sleep
25/07/2023 00:03,0,1,1,Sleep
25/07/2023 00:04,24,1,1,Sleep
25/07/2023 00:05,0,1,1,Sleep
25/07/2023 00:06,480,1,1,Sleep
25/07/2023 00:07,0,1,1,Sleep
25/07/2023 00:08,0,1,1,Sleep
25/07/2023 00:09,0,1,1,Sleep
25/07/2023 00:10,7,1,1,Sleep
25/07/2023 00:11,0,1,1,Sleep
25/07/2023 00:12,1004,1,1,Sleep
25/07/2023 00:13,538,2,1,Sleep
25/07/2023 00:14,1135,1,1,Sleep
25/07/2023 00:15,0,1,1,Sleep
25/07/2023 00:16,0,1,1,Sleep
25/07/2023 00:17,3,1,1,Sleep
25/07/2023 00:18,0,1,1,Sleep
25/07/2023 00:19,0,1,1,Sleep
25/07/2023 00:20,161,1,1,Sleep
25/07/2023 00:21,0,1,1,Sleep
25/07/2023 00:22,0,1,1,Sleep
25/07/2023 00:23,752,1,1,Sleep
25/07/2023 00:24,0,1,1,Sleep
25/07/2023 00:25,94,1,1,Sleep
25/07/2023 00:26,0,1,1,Sleep
25/07/2023 00:27,1580,1,1,Sleep
25/07/2023 00:28,0,2,1,Sleep
25/07/2023 00:29,2764,2,1,Sleep
25/07/2023 00:30,5,2,1,Sleep
25/07/2023 00:31,0,1,1,Sleep
25/07/2023 00:32,12,1,1,Sleep
25/07/2023 00:33,0,1,1,Sleep
25/07/2023 00:34,0,1,1,Sleep
25/07/2023 00:35,0,1,1,Sleep
25/07/2023 00:36,0,1,1,Sleep
25/07/2023 00:37,0,1,1,Sleep
25/07/2023 00:38,0,1,1,Sleep
25/07/2023 00:39,0,1,1,Sleep
25/07/2023 00:40,0,1,1,Sleep
25/07/2023 00:41,0,1,1,Sleep
25/07/2023 00:42,0,1,1,Sleep
25/07/2023 00:43,0,1,1,Sleep
25/07/2023 00:44,0,1,1,Sleep
25/07/2023 00:45,0,1,1,Sleep
25/07/2023 00:46,0,1,1,Sleep
25/07/2023 00:47,0,1,1,Sleep
25/07/2023 00:48,0,1,1,Sleep
25/07/2023 00:49,0,1,1,Sleep
25/07/2023 00:50,0,1,1,Sleep
25/07/2023 00:51,0,1,1,Sleep
25/07/2023 00:52,0,1,1,Sleep
25/07/2023 00:53,0,1,1,Sleep
25/07/2023 00:54,0,1,1,Sleep
25/07/2023 00:55,0,1,1,Sleep
25/07/2023 00:56,0,1,1,Sleep
25/07/2023 00:57,352,1,1,Sleep
25/07/2023 00:58,564,1,1,Sleep
25/07/2023 00:59,0,1,1,Sleep
25/07/2023 01:00,0,1,1,Sleep
25/07/2023 01:01,0,1,1,Sleep
25/07/2023 01:02,0,1,1,Sleep
25/07/2023 01:03,0,1,1,Sleep
25/07/2023 01:04,0,1,1,Sleep
25/07/2023 01:05,0,1,1,Sleep
25/07/2023 01:06,0,1,1,Sleep
25/07/2023 01:07,0,1,1,Sleep
25/07/2023 01:08,0,1,1,Sleep
25/07/2023 01:09,0,1,1,Sleep
25/07/2023 01:10,0,1,1,Sleep
25/07/2023 01:11,0,1,1,Sleep
25/07/2023 01:12,0,1,1,Sleep
25/07/2023 01:13,339,1,1,Sleep
25/07/2023 01:14,746,1,1,Sleep
25/07/2023 01:15,0,1,1,Sleep
25/07/2023 01:16,0,1,1,Sleep
25/07/2023 01:17,0,1,1,Sleep
25/07/2023 01:18,0,1,1,Sleep
25/07/2023 01:19,0,1,1,Sleep
25/07/2023 01:20,0,1,1,Sleep
25/07/2023 01:21,0,1,1,Sleep
25/07/2023 01:22,0,1,1,Sleep
25/07/2023 01:23,0,1,1,Sleep
25/07/2023 01:24,0,1,1,Sleep
25/07/2023 01:25,0,1,1,Sleep
25/07/2023 01:26,0,1,1,Sleep
25/07/2023 01:27,0,1,1,Sleep
25/07/2023 01:28,1103,1,1,Sleep
25/07/2023 01:29,0,1,1,Sleep
25/07/2023 01:30,0,1,1,Sleep
25/07/2023 01:31,0,1,1,Sleep
25/07/2023 01:32,0,1,1,Sleep
25/07/2023 01:33,0,1,1,Sleep
25/07/2023 01:34,0,1,1,Sleep
25/07/2023 01:35,0,1,1,Sleep
25/07/2023 01:36,0,1,1,Sleep
25/07/2023 01:37,0,1,1,Sleep
25/07/2023 01:38,0,1,1,Sleep
25/07/2023 01:39,0,1,1,Sleep
25/07/2023 01:40,0,1,1,Sleep
25/07/2023 01:41,0,1,1,Sleep
25/07/2023 01:42,0,1,1,Sleep
25/07/2023 01:43,0,1,1,Sleep
25/07/2023 01:44,0,1,1,Sleep
